open_issue_id,open_issue_title,match_found,score,match_issue_id,match_issue_title
22962,"Vertex AI Live WebSocket Passthrough returns 1011 ""Vertex AI authentication failed"" even when model is added via dashboard with service account JSON",False,0.7481,,
22949,[Bug]: LiteLLM Proxy's Bedrock guardrail returns original input instead of blocked output,False,0.7889,,
22946,[Bug] /v1/messages pass-through: Anthropic rejects tool_use ordering when context compaction merges assistant turns,False,0.7489,,
22930,[Bug]: `/v1/messages` endpoint does not sanitize empty text content blocks,False,0.7846,,
22928,MCP tool discovery fails with remote Streamable HTTP servers — asyncio.CancelledError / anyio TaskGroup race,False,0.7707,,
22900,"[Bug]: vertex_ai/gemini-3.1-flash-lite-preview returns ""finish_reason"": ""stop"" instead of ""tool_calls"" when using streaming",True,0.9176,21041,"[Bug]: Gemini 3 Flash returns finish_reason=""stop"" instead of ""tool_calls"" in streaming mode with tools"
22898,[Bug]: Azure GPT-5.2 chat rejects leaked vector_store_ids from extra_body passthrough,False,0.7594,,
22878,[Bug]: litellm.llms.openai.common_utils.OpenAIError: Bad Request when using Claude Code 2.1.69,True,0.8629,22490,[Bug]: Not able to use Featherless AI using litellm
22863,[Bug]: Spending for Huggingface model is always $0,False,0.8106,,
22856,[Bug]: Unabled to change anthropic base url when adding provider,False,0.7581,,
22855,[Feature]: Full MCP spec support via the gateway,True,0.8601,21052,[Feature]: Add Support for Vertex GLM-5
22854,[Bug] Cannot update the MCP servers with api,False,0.7875,,
22852,[Bug] Cannot set all mcps back to private after setting one to public,False,0.7457,,
22841,[Bug]: v1/messages 接口传递 tool_result 类型消息丢失,False,0.7987,,
22821,[Bug] Presidio guardrail: end-to-end PII masking broken with Anthropic native API,False,0.7384,,
22813,[Feature]: Support image edit quality & input_fidelity parameters,False,0.7396,,
22812,[Bug]: custom exceptions missing __reduce__ cause BrokenProcessPool in concurrent.futures,False,0.7403,,
22807,Postmortem: `litellm-pgvector` Deployment -> Self-Hosted Kubernetes on ARM64,False,0.7517,,
22805,[Bug]: LiteLLM Proxy doesn't cancel ongoing request when client connection closes,False,0.7940,,
22797,[Bug]: Bedrock Invoke rejects Anthropic v1/message's `output_config` parameter — missing transformation in Bedrock messages layer,False,0.8154,,
22796,Feature Request: Add Redis Sentinel support to router_settings in proxy YAML config,False,0.7598,,
22791,[Bug]: LiteLLM Proxy UI does not show all models,True,0.8495,21037,"[Bug]: v1.81.3 Adding models to existing Team throws ""Feature Unavailable"""
22773,"[BUG]DynamoAI Guardrail missing initializer registration - ""Unsupported guardrail: dynamoai"" error",False,0.7261,,
22772,[Feature]: Add hook for mid stream error transformation,False,0.7558,,
22762,Official Docker images missing opentelemetry-instrumentation - OTEL metrics and logs don't work,False,0.7245,,
22760,Installation Issues: Prisma Client Generation and Zsh posix_spawn Errors,False,0.7513,,
22758,Issue:  Docker Compose Installation Failures (prometheus.yml & P1001 DB Connection),True,0.9957,22759,Issue:  Docker Compose Installation Failures (prometheus.yml & P1001 DB Connection)
22756,[Bug]: litellm proxy (UI) error with 401 key blocked sporadically,False,0.7718,,
22755,[Bug]: Unable to list MCP tools with OAuth through the UI Dashboard,False,0.8195,,
22753,[Bug]: `llm_requests_hanging` alerts ignore digest mode,False,0.7652,,
22747,"azure_api_type: responses uses aiohttp transport which has ~60s socket idle timeout, ignoring timeout parameter -GPT-5-PRO",False,0.7153,,
22726,[Bug]: BudgetExceeded Error when there is no budget set.,False,0.8122,,
22709,"[Bug]: response body ""model"" field returns model group alias instead of resolved deployment model since #19943",False,0.8000,,
22706,[Bug]: MCP server rewrites custom auth exceptions,True,0.8263,21293,[Bug]: LiteLLM Proxy error
22694,[Bug]: Cannot Use Gemini Deep Research Interactions,False,0.7995,,
22690,Cost tracking fails for Cerebras models - 'NoneType' object has no attribute 'choices',False,0.7539,,
22686,[Bug]: Bedrock AgentCore streaming stops after tool execution,True,0.8519,20711,[Bug]: Responses API Streaming Drops Tool Call Argument Deltas
22672,[Feature]: Improvements to /a2a: auth and agent-card.json pass-through,False,0.7350,,
22671,[Bug]: stream_chunk_builder raises misleading APIError when provider returns non-standard finish_reason (e.g. ZhipuAI/GLM 'network_error'),False,0.8196,,
22670,[Bug]: Github MCP list_tools() returns list of tools with MCP name prefix,False,0.8179,,
22667,[Bug]: LiteLLM 1.82.1 OpenRouter Model IDs no longer working,False,0.8022,,
22659,[Bug]: Litellm proxy embeddings request with enabled cache can return identical vectors for different items in the same batch,False,0.7493,,
22645,"[Bug]: In Litellm Proxy, Failed when multiple endpoints with adapter from custom_callbacks.py",False,0.7911,,
22644,[Bug]: ProxyException doesn't show message when stringified,False,0.7819,,
22643,Does Semantic Cache for Redis support clusters?,False,0.7211,,
22637,[Bug]:  Bedrock Converse fails with parallel_tool_calls on Claude 4.5+,False,0.8162,,
22630,[Feature]: Include prompt information in Braintrust logs,False,0.7523,,
22594,[Bug]: Deleted team BYOK models persist in /models,True,0.8209,20521,cleanup(model_prices): 39 OpenRouter models in JSON no longer exist in OpenRouter API
22580,prometheus_metrics_config include_labels not respected for litellm_llm_api_time_to_first_token_metric,False,0.7168,,
22578,"Parallel tool calls fail with Gemini 3 via Responses API: ""Missing corresponding tool call for tool response message""",False,0.7965,,
22577,[Bug]: vector_store/search Access denied: You do not have permission to access this vector store,True,0.8433,21296,[Bug]: Unable to use Gemini File Search (vector store) with team key
22557,[Bug]: anthropic_messages / aanthropic_messages path never computes response_cost,False,0.7584,,
22554,[Bug]: Docs site is down,False,0.7662,,
22551,[Bug]: `completion_cost` function broken when used in a custom proxy callback in recent versions,False,0.7706,,
22529,[Bug]: Request Logs / Spend logs no longer showing in the UI,False,0.7879,,
22478,[Bug]: Bedrock moonshotai.kimi-k2.5 max_output_tokens incorrectly set to context window size (262144),False,0.7802,,
22445,[Bug]: MCP Semantic Tool Filter returns 0 tools — tool name mismatch between router index and expanded tools,False,0.7705,,
22401,[Feature]: Proxy UI: filter out keys that are expired,False,0.7506,,
22398,"OAuth handler overwrites anthropic-beta header, dropping client beta headers",False,0.8164,,
22392,[Bug] MiniMax `reasoning_split` and `reasoning_details` not supported in streaming responses,False,0.7989,,
22341,[Bug]: Provider response headers (e.g. x-request-id) not persisted in StandardLoggingPayload / S3 / SpendLogs,False,0.7786,,
22325,MCP server config changes not synced across pods (no periodic DB refresh),False,0.7074,,
22317,fix: Non-compliant tool call IDs from providers like MiniMax cause BadRequestError when routing to strict OpenAI-compatible providers (e.g. Mistral),False,0.7600,,
22312,[Bug]: Errors while using VertexAI Claude models in Codex CLI,False,0.8092,,
22295,[Feature]: Mapping multiple headers to the same role,False,0.7792,,
22289,PostgreSQL connections silently dropped by RDS due to missing default idle connection lifetime config,False,0.7700,,
22280,[Feature]: New config flag: Enforce token usage for streamed responses,False,0.7729,,
22272,[Bug]: Built-in LLM Passthrough Routes Fail with SERVER_ROOT_PATH,False,0.8127,,
22261,[Feature]: Override Models for Perplexity Presets,True,0.8488,20805,[Feature]: Perplexity model and model fallback selection
22257,[Bug]: `base_model` cost calculation fails when base_model provider differs from deployment provider,False,0.7706,,
22249,"[Bug]: OpenAI /v1/chat/completions request pollutes Anthropic /v1/messages pass-through state, causing max_tokens to jump to 32000",False,0.7902,,
22227,"[Bug]: litellm_content_filter - YAML blocklist file upload silently discards keywords, guardrail saves with empty blocked_words",False,0.7159,,
22210,[Bug]: SageMaker embedding endpoint ignores aws_role_name — cross-account role assumption broken,False,0.7008,,
22206,[Feature]: Add support for Fine-Grained Tool Streaming in Litellm,True,0.8548,20711,[Bug]: Responses API Streaming Drops Tool Call Argument Deltas
22205,[Security] Vulnerability Report Follow-up (Sent to support@berri.ai),False,0.6958,,
22201,[Bug]: Cant Edit Teams,True,0.8301,21037,"[Bug]: v1.81.3 Adding models to existing Team throws ""Feature Unavailable"""
22195,[Bug]: Anthropic client requests not displaying correctly in Logs View v2,False,0.8131,,
22190,[Bug]: Config changes not syncing across 3 replicas with Redis,False,0.7458,,
22183,[Bug]: disable_exception_on_block=true still raises exception with Bedrock guardrails,False,0.7595,,
