open_issue_id,open_issue_title,match_found,score,match_issue_id,match_issue_title
22401,[Feature]: Proxy UI: filter out keys that are expired,False,0.7914,,
22398,"OAuth handler overwrites anthropic-beta header, dropping client beta headers",False,0.8561,,
22392,[Bug] MiniMax `reasoning_split` and `reasoning_details` not supported in streaming responses,False,0.8550,,
22341,[Bug]: Provider response headers (e.g. x-request-id) not persisted in StandardLoggingPayload / S3 / SpendLogs,False,0.8569,,
22325,MCP server config changes not synced across pods (no periodic DB refresh),False,0.7377,,
22317,fix: Non-compliant tool call IDs from providers like MiniMax cause BadRequestError when routing to strict OpenAI-compatible providers (e.g. Mistral),False,0.7762,,
22312,[Bug]: Errors while using VertexAI Claude models in Codex CLI,False,0.8266,,
22295,[Feature]: Mapping multiple headers to the same role,False,0.7815,,
22289,PostgreSQL connections silently dropped by RDS due to missing default idle connection lifetime config,False,0.7959,,
22280,[Feature]: New config flag: Enforce token usage for streamed responses,False,0.8387,,
22272,[Bug]: Built-in LLM Passthrough Routes Fail with SERVER_ROOT_PATH,False,0.8343,,
22261,[Feature]: Override Models for Perplexity Presets,False,0.8488,,
22257,[Bug]: `base_model` cost calculation fails when base_model provider differs from deployment provider,False,0.8090,,
22249,"[Bug]: OpenAI /v1/chat/completions request pollutes Anthropic /v1/messages pass-through state, causing max_tokens to jump to 32000",False,0.8163,,
22227,"[Bug]: litellm_content_filter - YAML blocklist file upload silently discards keywords, guardrail saves with empty blocked_words",False,0.7583,,
22210,[Bug]: SageMaker embedding endpoint ignores aws_role_name — cross-account role assumption broken,False,0.8259,,
22206,[Feature]: Add support for Fine-Grained Tool Streaming in Litellm,False,0.8569,,
22205,[Security] Vulnerability Report Follow-up (Sent to support@berri.ai),False,0.7441,,
22201,[Bug]: Cant Edit Teams,False,0.8343,,
22195,[Bug]: Anthropic client requests not displaying correctly in Logs View v2,False,0.8317,,
22190,[Bug]: Config changes not syncing across 3 replicas with Redis,False,0.7983,,
22183,[Bug]: disable_exception_on_block=true still raises exception with Bedrock guardrails,True,0.8828,18261,[Bug]: disable_exception_on_block not working completely as intended
