kind	route	python_path_or_operation	rust_path_or_operation	python_type	rust_type	status	relationship	selector_source	parity_evidence	notes	python_revision	rust_crate
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.get_supported_anthropic_messages_params	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::get_supported_anthropic_messages_params	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.transform_anthropic_messages_request	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::transform_anthropic_messages_request	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.transform_anthropic_messages_response	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::transform_anthropic_messages_response	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.sign_request	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::sign_request	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.should_filter_anthropic_beta_headers	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::should_filter_anthropic_beta_headers	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.handles_web_search_natively	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::handles_web_search_natively	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.get_async_streaming_response_iterator	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::get_async_streaming_response_iterator	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.get_error_class	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::get_error_class	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.max_retry_on_anthropic_messages_http_error	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::max_retry_on_anthropic_messages_http_error	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.should_retry_anthropic_messages_on_http_error	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::should_retry_anthropic_messages_on_http_error	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	messages	litellm/llms/base_llm/anthropic_messages/transformation.py::BaseAnthropicMessagesConfig.transform_anthropic_messages_request_on_http_error	base_llm/anthropic_messages/transformation.rs::BaseAnthropicMessagesConfig::transform_anthropic_messages_request_on_http_error	BaseAnthropicMessagesConfig	BaseAnthropicMessagesConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
base	responses	litellm/llms/base_llm/responses/transformation.py	base_llm/responses/transformation.rs	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration			not assessed	Required scaffold methods do not imply inherited behavior is implemented	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.custom_llm_provider	base_llm/responses/transformation.rs::BaseResponsesApiConfig::custom_llm_provider	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.get_config	base_llm/responses/transformation.rs::BaseResponsesApiConfig::get_config	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.supports_native_file_search	base_llm/responses/transformation.rs::BaseResponsesApiConfig::supports_native_file_search	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.supports_encrypted_agent_messages	base_llm/responses/transformation.rs::BaseResponsesApiConfig::supports_encrypted_agent_messages	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.sign_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::sign_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.get_supported_openai_params	base_llm/responses/transformation.rs::BaseResponsesApiConfig::get_supported_openai_params	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.map_openai_params	base_llm/responses/transformation.rs::BaseResponsesApiConfig::map_openai_params	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.validate_environment	base_llm/responses/transformation.rs::BaseResponsesApiConfig::validate_environment	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.get_complete_url	base_llm/responses/transformation.rs::BaseResponsesApiConfig::get_complete_url	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_responses_api_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_responses_api_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_response_api_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_response_api_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_streaming_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_streaming_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_delete_response_api_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_delete_response_api_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_delete_response_api_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_delete_response_api_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_get_response_api_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_get_response_api_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_get_response_api_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_get_response_api_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_list_input_items_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_list_input_items_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_list_input_items_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_list_input_items_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.get_error_class	base_llm/responses/transformation.rs::BaseResponsesApiConfig::get_error_class	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.should_fake_stream	base_llm/responses/transformation.rs::BaseResponsesApiConfig::should_fake_stream	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.supports_native_websocket	base_llm/responses/transformation.rs::BaseResponsesApiConfig::supports_native_websocket	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.get_websocket_url	base_llm/responses/transformation.rs::BaseResponsesApiConfig::get_websocket_url	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.model_in_websocket_url	base_llm/responses/transformation.rs::BaseResponsesApiConfig::model_in_websocket_url	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_cancel_response_api_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_cancel_response_api_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_cancel_response_api_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_cancel_response_api_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_compact_response_api_request	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_compact_response_api_request	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.transform_compact_response_api_response	base_llm/responses/transformation.rs::BaseResponsesApiConfig::transform_compact_response_api_response	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	abstract		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.strip_custom_tool_call_namespace_from_responses_input	base_llm/responses/transformation.rs::BaseResponsesApiConfig::strip_custom_tool_call_namespace_from_responses_input	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	responses	litellm/llms/base_llm/responses/transformation.py::BaseResponsesAPIConfig.normalize_responses_api_request_dict	base_llm/responses/transformation.rs::BaseResponsesApiConfig::normalize_responses_api_request_dict	BaseResponsesAPIConfig	BaseResponsesApiConfig	declaration	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
base	ocr	litellm/llms/base_llm/ocr/transformation.py	base_llm/ocr/transformation.rs	BaseOCRConfig	BaseOcrConfig	existing_partial			not assessed	Required scaffold methods do not imply inherited behavior is implemented	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.get_supported_ocr_params	base_llm/ocr/transformation.rs::BaseOcrConfig::get_supported_ocr_params	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.get_api_key_env_var	base_llm/ocr/transformation.rs::BaseOcrConfig::get_api_key_env_var	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.resolve_connection_params	base_llm/ocr/transformation.rs::BaseOcrConfig::resolve_connection_params	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.get_health_check_document	base_llm/ocr/transformation.rs::BaseOcrConfig::get_health_check_document	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.map_ocr_params	base_llm/ocr/transformation.rs::BaseOcrConfig::map_ocr_params	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.validate_environment	base_llm/ocr/transformation.rs::BaseOcrConfig::validate_environment	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.get_complete_url	base_llm/ocr/transformation.rs::BaseOcrConfig::get_complete_url	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.transform_ocr_request	base_llm/ocr/transformation.rs::BaseOcrConfig::transform_ocr_request	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.async_transform_ocr_request	base_llm/ocr/transformation.rs::BaseOcrConfig::async_transform_ocr_request	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.transform_ocr_response	base_llm/ocr/transformation.rs::BaseOcrConfig::transform_ocr_response	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
operation	ocr	litellm/llms/base_llm/ocr/transformation.py::BaseOCRConfig.async_transform_ocr_response	base_llm/ocr/transformation.rs::BaseOcrConfig::async_transform_ocr_response	BaseOCRConfig	BaseOcrConfig	existing_partial	inherited_default		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
